"category","hist_proj","year","use_cat","fund_type","amount"
"Research","Historical",1993,"N","total_health_insurance",0
"Research","Historical",1994,"N","total_health_insurance",0
"Research","Historical",1995,"N","total_health_insurance",0
"Research","Historical",1996,"N","total_health_insurance",0
"Research","Historical",1997,"N","total_health_insurance",0
"Research","Historical",1998,"N","total_health_insurance",0
"Research","Historical",1999,"N","total_health_insurance",0
"Research","Historical",2000,"N","total_health_insurance",0
"Research","Historical",2001,"N","total_health_insurance",0
"Research","Historical",2002,"N","total_health_insurance",0
"Research","Historical",2003,"N","total_health_insurance",0
"Research","Historical",2004,"N","total_health_insurance",0
"Research","Historical",2005,"N","total_health_insurance",0
"Research","Historical",2006,"N","total_health_insurance",0
"Research","Historical",2007,"N","total_health_insurance",0
"Research","Historical",2008,"N","total_health_insurance",0
"Research","Historical",2009,"N","total_health_insurance",0
"Research","Historical",2010,"N","total_health_insurance",0
"Research","Historical",2011,"N","total_health_insurance",0
"Research","Historical",2012,"N","total_health_insurance",0
"Research","Historical",2013,"N","total_health_insurance",0
"Research","Historical",2014,"N","total_health_insurance",0
"Research","Historical",2015,"N","total_health_insurance",0
"Research","Historical",2016,"N","total_health_insurance",0
"Research","Projected",2017,"N","total_health_insurance",0
"Research","Projected",2018,"N","total_health_insurance",0
"Research","Projected",2019,"N","total_health_insurance",0
"Research","Projected",2020,"N","total_health_insurance",0
"Research","Projected",2021,"N","total_health_insurance",0
"Research","Projected",2022,"N","total_health_insurance",0
"Research","Projected",2023,"N","total_health_insurance",0
"Research","Projected",2024,"N","total_health_insurance",0
"Research","Projected",2025,"N","total_health_insurance",0
"Research","Projected",2026,"N","total_health_insurance",0
"Structures","Historical",1960,"N","total_health_insurance",0
"Structures","Historical",1961,"N","total_health_insurance",0
"Structures","Historical",1962,"N","total_health_insurance",0
"Structures","Historical",1963,"N","total_health_insurance",0
"Structures","Historical",1964,"N","total_health_insurance",0
"Structures","Historical",1965,"N","total_health_insurance",0
"Structures","Historical",1966,"N","total_health_insurance",0
"Structures","Historical",1967,"N","total_health_insurance",0
"Structures","Historical",1968,"N","total_health_insurance",0
"Structures","Historical",1969,"N","total_health_insurance",0
"Structures","Historical",1970,"N","total_health_insurance",0
"Structures","Historical",1971,"N","total_health_insurance",0
"Structures","Historical",1972,"N","total_health_insurance",0
"Structures","Historical",1973,"N","total_health_insurance",0
"Structures","Historical",1974,"N","total_health_insurance",0
"Structures","Historical",1975,"N","total_health_insurance",0
"Structures","Historical",1976,"N","total_health_insurance",0
"Structures","Historical",1977,"N","total_health_insurance",0
"Structures","Historical",1978,"N","total_health_insurance",0
"Structures","Historical",1979,"N","total_health_insurance",0
"Structures","Historical",1980,"N","total_health_insurance",0
"Structures","Historical",1981,"N","total_health_insurance",0
"Structures","Historical",1982,"N","total_health_insurance",0
"Structures","Historical",1983,"N","total_health_insurance",0
"Structures","Historical",1984,"N","total_health_insurance",0
"Structures","Historical",1985,"N","total_health_insurance",0
"Structures","Historical",1986,"N","total_health_insurance",0
"Structures","Historical",1987,"N","total_health_insurance",0
"Structures","Historical",1988,"N","total_health_insurance",0
"Structures","Historical",1989,"N","total_health_insurance",0
"Structures","Historical",1990,"N","total_health_insurance",0
"Structures","Historical",1991,"N","total_health_insurance",0
"Structures","Historical",1992,"N","total_health_insurance",0
"Structures","Historical",1993,"N","total_health_insurance",0
"Structures","Historical",1994,"N","total_health_insurance",0
"Structures","Historical",1995,"N","total_health_insurance",0
"Structures","Historical",1996,"N","total_health_insurance",0
"Structures","Historical",1997,"N","total_health_insurance",0
"Structures","Historical",1998,"N","total_health_insurance",0
"Structures","Historical",1999,"N","total_health_insurance",0
"Structures","Historical",2000,"N","total_health_insurance",0
"Structures","Historical",2001,"N","total_health_insurance",0
"Structures","Historical",2002,"N","total_health_insurance",0
"Structures","Historical",2003,"N","total_health_insurance",0
"Structures","Historical",2004,"N","total_health_insurance",0
"Structures","Historical",2005,"N","total_health_insurance",0
"Structures","Historical",2006,"N","total_health_insurance",0
"Structures","Historical",2007,"N","total_health_insurance",0
"Structures","Historical",2008,"N","total_health_insurance",0
"Structures","Historical",2009,"N","total_health_insurance",0
"Structures","Historical",2010,"N","total_health_insurance",0
"Structures","Historical",2011,"N","total_health_insurance",0
"Structures","Historical",2012,"N","total_health_insurance",0
"Structures","Historical",2013,"N","total_health_insurance",0
"Structures","Historical",2014,"N","total_health_insurance",0
"Structures","Historical",2015,"N","total_health_insurance",0
"Structures","Historical",2016,"N","total_health_insurance",0
"Structures","Projected",2017,"N","total_health_insurance",0
"Structures","Projected",2018,"N","total_health_insurance",0
"Structures","Projected",2019,"N","total_health_insurance",0
"Structures","Projected",2020,"N","total_health_insurance",0
"Structures","Projected",2021,"N","total_health_insurance",0
"Structures","Projected",2022,"N","total_health_insurance",0
"Structures","Projected",2023,"N","total_health_insurance",0
"Structures","Projected",2024,"N","total_health_insurance",0
"Structures","Projected",2025,"N","total_health_insurance",0
"Structures","Projected",2026,"N","total_health_insurance",0
"Equipment","Historical",1960,"N","total_health_insurance",0
"Equipment","Historical",1961,"N","total_health_insurance",0
"Equipment","Historical",1962,"N","total_health_insurance",0
"Equipment","Historical",1963,"N","total_health_insurance",0
"Equipment","Historical",1964,"N","total_health_insurance",0
"Equipment","Historical",1965,"N","total_health_insurance",0
"Equipment","Historical",1966,"N","total_health_insurance",0
"Equipment","Historical",1967,"N","total_health_insurance",0
"Equipment","Historical",1968,"N","total_health_insurance",0
"Equipment","Historical",1969,"N","total_health_insurance",0
"Equipment","Historical",1970,"N","total_health_insurance",0
"Equipment","Historical",1971,"N","total_health_insurance",0
"Equipment","Historical",1972,"N","total_health_insurance",0
"Equipment","Historical",1973,"N","total_health_insurance",0
"Equipment","Historical",1974,"N","total_health_insurance",0
"Equipment","Historical",1975,"N","total_health_insurance",0
"Equipment","Historical",1976,"N","total_health_insurance",0
"Equipment","Historical",1977,"N","total_health_insurance",0
"Equipment","Historical",1978,"N","total_health_insurance",0
"Equipment","Historical",1979,"N","total_health_insurance",0
"Equipment","Historical",1980,"N","total_health_insurance",0
"Equipment","Historical",1981,"N","total_health_insurance",0
"Equipment","Historical",1982,"N","total_health_insurance",0
"Equipment","Historical",1983,"N","total_health_insurance",0
"Equipment","Historical",1984,"N","total_health_insurance",0
"Equipment","Historical",1985,"N","total_health_insurance",0
"Equipment","Historical",1986,"N","total_health_insurance",0
"Equipment","Historical",1987,"N","total_health_insurance",0
"Equipment","Historical",1988,"N","total_health_insurance",0
"Equipment","Historical",1989,"N","total_health_insurance",0
"Equipment","Historical",1990,"N","total_health_insurance",0
"Equipment","Historical",1991,"N","total_health_insurance",0
"Equipment","Historical",1992,"N","total_health_insurance",0
"Equipment","Historical",1993,"N","total_health_insurance",0
"Equipment","Historical",1994,"N","total_health_insurance",0
"Equipment","Historical",1995,"N","total_health_insurance",0
"Equipment","Historical",1996,"N","total_health_insurance",0
"Equipment","Historical",1997,"N","total_health_insurance",0
"Equipment","Historical",1998,"N","total_health_insurance",0
"Equipment","Historical",1999,"N","total_health_insurance",0
"Equipment","Historical",2000,"N","total_health_insurance",0
"Equipment","Historical",2001,"N","total_health_insurance",0
"Equipment","Historical",2002,"N","total_health_insurance",0
"Equipment","Historical",2003,"N","total_health_insurance",0
"Equipment","Historical",2004,"N","total_health_insurance",0
"Equipment","Historical",2005,"N","total_health_insurance",0
"Equipment","Historical",2006,"N","total_health_insurance",0
"Equipment","Historical",2007,"N","total_health_insurance",0
"Equipment","Historical",2008,"N","total_health_insurance",0
"Equipment","Historical",2009,"N","total_health_insurance",0
"Equipment","Historical",2010,"N","total_health_insurance",0
"Equipment","Historical",2011,"N","total_health_insurance",0
"Equipment","Historical",2012,"N","total_health_insurance",0
"Equipment","Historical",2013,"N","total_health_insurance",0
"Equipment","Historical",2014,"N","total_health_insurance",0
"Equipment","Historical",2015,"N","total_health_insurance",0
"Equipment","Historical",2016,"N","total_health_insurance",0
"Equipment","Projected",2017,"N","total_health_insurance",0
"Equipment","Projected",2018,"N","total_health_insurance",0
"Equipment","Projected",2019,"N","total_health_insurance",0
"Equipment","Projected",2020,"N","total_health_insurance",0
"Equipment","Projected",2021,"N","total_health_insurance",0
"Equipment","Projected",2022,"N","total_health_insurance",0
"Equipment","Projected",2023,"N","total_health_insurance",0
"Equipment","Projected",2024,"N","total_health_insurance",0
"Equipment","Projected",2025,"N","total_health_insurance",0
"Equipment","Projected",2026,"N","total_health_insurance",0
"National_Health","Historical",1960,"N","private_health_insurance",5812
"National_Health","Historical",1961,"N","private_health_insurance",6468
"National_Health","Historical",1962,"N","private_health_insurance",7178
"National_Health","Historical",1963,"N","private_health_insurance",7952
"National_Health","Historical",1964,"N","private_health_insurance",9052
"National_Health","Historical",1965,"N","private_health_insurance",10072
"National_Health","Historical",1966,"N","private_health_insurance",10296
"National_Health","Historical",1967,"N","private_health_insurance",10452
"National_Health","Historical",1968,"N","private_health_insurance",11830
"National_Health","Historical",1969,"N","private_health_insurance",13363
"National_Health","Historical",1970,"N","private_health_insurance",15499
"National_Health","Historical",1971,"N","private_health_insurance",17840
"National_Health","Historical",1972,"N","private_health_insurance",20690
"National_Health","Historical",1973,"N","private_health_insurance",22994
"National_Health","Historical",1974,"N","private_health_insurance",26080
"National_Health","Historical",1975,"N","private_health_insurance",30578
"National_Health","Historical",1976,"N","private_health_insurance",37425
"National_Health","Historical",1977,"N","private_health_insurance",45692
"National_Health","Historical",1978,"N","private_health_insurance",52523
"National_Health","Historical",1979,"N","private_health_insurance",60955
"National_Health","Historical",1980,"N","private_health_insurance",69225
"National_Health","Historical",1981,"N","private_health_insurance",81804
"National_Health","Historical",1982,"N","private_health_insurance",94227
"National_Health","Historical",1983,"N","private_health_insurance",105128
"National_Health","Historical",1984,"N","private_health_insurance",119053
"National_Health","Historical",1985,"N","private_health_insurance",131311
"National_Health","Historical",1986,"N","private_health_insurance",136077
"National_Health","Historical",1987,"N","private_health_insurance",149177
"National_Health","Historical",1988,"N","private_health_insurance",175829
"National_Health","Historical",1989,"N","private_health_insurance",204775
